8;16;24;31;39;47;55;63;71;79;87;94;102;110;118;126;134;142;150;158;165;173;181;189;197;205;213;221;228;236;244;252;260;268;276;284;292;299;307;315;323;331;339;347;355;362;370;378;386;394;402;410;418;426;433;441;449;457;465;473;481;489;496;504;512;520;528;536;544;552;560;567;575;583;591;599;607;615;623;630;638;646;654;662;670;678;686;694;701;709;717;725;733;741;749;757;764;772;780;788;796
16;32;48;65;81;97;113;129;146;162;178;194;210;227;243;259;275;291;308;324;340;356;372;388;405;421;437;453;469;486;502;518;534;550;567;583;599;615;631;648;664;680;696;712;729;745;761;777;793
